Code,Description
906.1,LATE EFFECT OF OPEN WOUND OF EXTREMITIES WITHOUT MENTION OF TENDON  INJUR
906.2,LATE EFFECT OF SUPERFICIAL INJURY
906.3,LATE EFFECT OF CONTUSION
906.4,LATE EFFECT OF CRUSHING
906.5,"LATE EFFECT OF BURN OF EYE, FACE, HEAD AND NECK"
906.6,LATE EFFECT OF BURN OF WRIST AND HAND
906.7,LATE EFFECT OF BURN OF OTHER EXTREMITIES
906.8,LATE EFFECT OF BURNS OF OTHER SPECIFIED SITES
906.9,LATE EFFECT OF BURN OF UNSPECIFIED SITE
907,LATE EFFECTS OF INJURIES TO THE NERVOUS SYSTEM
907.0,LATE EFFECT OF INTRACRANIAL INJURY WITHOUT MENTION OF SKULL FRACTURE
907.1,LATE EFFECT OF INJURY TO CRANIAL NERVE
907.2,LATE EFFECT OF SPINAL CORD INJURY
907.3,"LATE EFFECT OF INJURY TO NERVE ROOT(S), SPINAL PLEXUS(ES) AND OTHER NERVES OF TRUNK"
907.4,"LATE EFFECT OF INJURY TO PERIPHERAL NERVE OF SHOULDER GIRDLE
AND UPPER LIMB"
907.5,LATE EFFECT OF INJURY TO PERIPHERAL NERVE OF PELVIC GIRDLE AND LOWER  LIM
907.9,LATE EFFECT OF INJURY TO OTHER AND UNSPECIFIED NERVE
908,LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES
908.0,LATE EFFECT OF INTERNAL INJURY TO CHEST
908.1,LATE EFFECT OF INTERNAL INJURY TO INTRAABDOMINAL ORGANS
908.2,LATE EFFECT OF INTERNAL INJURY TO OTHER INTERNAL ORGANS
908.3,"LATE EFFECT OF INJURY TO BLOOD VESSEL OF HEAD, NECK AND EXTREMITIES"
908.4,"LATE EFFECT OF INJURY TO BLOOD VESSEL OF THORAX, ABDOMEN AND PELVIS"
908.5,LATE EFFECT OF FOREIGN BODY IN ORIFICE
908.6,LATE EFFECT OF CERTAIN COMPLICATIONS OF TRAUMA
908.9,LATE EFFECT OF UNSPECIFIED INJURY
909,LATE EFFECTS OF OTHER AND UNSPECIFIED EXTERNAL CAUSES
909.0,"LATE EFFECT OF POISONING DUE TO DRUG, MEDICAMENT, OR BIOLOGICAL  SUBSTANC"
909.1,LATE EFFECT OF TOXIC EFFECTS OF NONMEDICAL SUBSTANCES
909.2,LATE EFFECT OF RADIATION
909.3,LATE EFFECT OF COMPLICATIONS OF SURGICAL AND MEDICAL CARE
909.4,LATE EFFECT OF CERTAIN OTHER EXTERNAL CAUSES
909.9,LATE EFFECT OF OTHER AND UNSPECIFIED EXTERNAL CAUSES
910,"SUPERFICIAL INJURY OF FACE, NECK AND SCALP EXCEPT EYE"
910.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
910.1,"ABRASION OR FRICTION BURN, INFECTED"
910.2,BLISTER WITHOUT MENTION OF INFECTION
910.3,"BLISTER, INFECTED"
910.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
910.5,"INSECT BITE, NONVENOMOUS, INFECTED"
910.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND
910.6,WITHOUT MENTION OF INFECTION
910.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
910.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
910.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
911,SUPERFICIAL INJURY OF TRUNK
911.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
911.1,"ABRASION OR FRICTION BURN, INFECTED"
911.2,BLISTER WITHOUT MENTION OF INFECTION
911.3,"BLISTER, INFECTED"
911.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
911.5,"INSECT BITE, NONVENOMOUS, INFECTED"
911.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
911.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
911.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
911.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
912,SUPERFICIAL INJURY OF SHOULDER AND UPPER ARM
912.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
912.1,"ABRASION OR FRICTION BURN, INFECTED"
912.2,BLISTER WITHOUT MENTION OF INFECTION
912.3,"BLISTER, INFECTED"
912.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
912.5,"INSECT BITE, NONVENOMOUS, INFECTED"
912.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
912.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
912.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
912.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
913,"SUPERFICIAL INJURY OF ELBOW, FOREARM AND WRIST"
913.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
913.1,"ABRASION OR FRICTION BURN, INFECTED"
913.2,BLISTER WITHOUT MENTION OF INFECTION
913.3,"BLISTER, INFECTED"
913.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
913.5,"INSECT BITE, NONVENOMOUS, INFECTED"
913.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
913.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
913.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
913.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
914,SUPERFICIAL INJURY OF HAND(S) EXCEPT FINGER(S) ALONE
914.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
914.1,"ABRASION OR FRICTION BURN, INFECTED"
914.2,BLISTER WITHOUT MENTION OF INFECTION
914.3,"BLISTER, INFECTED"
914.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
914.5,"INSECT BITE, NONVENOMOUS, INFECTED"
914.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
914.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
914.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
914.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
915,SUPERFICIAL INJURY OF FINGER(S)
915.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
915.1,"ABRASION OR FRICTION BURN, INFECTED"
915.2,BLISTER WITHOUT MENTION OF INFECTION
915.3,"BLISTER, INFECTED"
915.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
915.5,"INSECT BITE, NONVENOMOUS, INFECTED"
915.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
915.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
915.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
915.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
916,"SUPERFICIAL INJURY OF HIP, THIGH, LEG AND ANKLE"
916.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
916.1,"ABRASION OR FRICTION BURN, INFECTED"
916.2,BLISTER WITHOUT MENTION OF INFECTION
916.3,"BLISTER, INFECTED"
916.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
916.5,"INSECT BITE, NONVENOMOUS, INFECTED"
916.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
916.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
916.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
916.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
917,SUPERFICIAL INJURY OF FOOT AND TOE(S)
917.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
917.1,"ABRASION OR FRICTION BURN, INFECTED"
917.2,BLISTER WITHOUT MENTION OF INFECTION
917.3,"BLISTER, INFECTED"
917.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
917.5,"INSECT BITE, NONVENOMOUS, INFECTED"
917.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
917.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
917.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
917.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
918,SUPERFICIAL INJURY OF EYE AND ADNEXA
918.0,EYELIDS AND PERIOCULAR AREA
918.1,CORNEA
918.2,CONJUNCTIVA
918.9,OTHER AND UNSPECIFIED
919,"SUPERFICIAL INJURY OF OTHER, MULTIPLE AND UNSPECIFIED SITES"
919.0,ABRASION OR FRICTION BURN WITHOUT MENTION OF INFECTION
919.1,"ABRASION OR FRICTION BURN, INFECTED"
919.2,BLISTER WITHOUT MENTION OF INFECTION
919.3,"BLISTER, INFECTED"
919.4,"INSECT BITE, NONVENOMOUS, WITHOUT MENTION OF INFECTION"
919.5,"INSECT BITE, NONVENOMOUS, INFECTED"
919.6,SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
919.7,"SUPERFICIAL FOREIGN BODY (SPLINTER) WITHOUT MAJOR OPEN WOUND, INFECTED"
919.8,OTHER AND UNSPECIFIED SUPERFICIAL INJURY WITHOUT MENTION OF INFECTION
919.9,"OTHER AND UNSPECIFIED SUPERFICIAL INJURY, INFECTED"
920,"CONTUSION OF FACE, SCALP, AND NECK EXCEPT EYE(S)"
921,CONTUSION OF EYE AND ADNEXA
921.0,"BLACK EYE, NOT OTHERWISE SPECIFIED"
921.1,CONTUSION OF EYELIDS AND PERIOCULAR AREA
921.2,CONTUSION OF ORBITAL TISSUES
921.3,CONTUSION OF EYEBALL
921.9,UNSPECIFIED CONTUSION OF EYE
922,CONTUSION OF TRUNK
922.0,BREAST
922.1,CHEST WALL
922.2,ABDOMINAL WALL
922.3,BACK
922.4,GENITAL ORGANS
922.8,MULTIPLE SITES OF TRUNK
922.9,UNSPECIFIED PART
923,CONTUSION OF UPPER LIMB
923.0,SHOULDER AND UPPER ARM
923.1,ELBOW AND FOREARM
923.2,"WRIST AND HAND(S), EXCEPT FINGER(S) ALONE"
923.3,FINGER
923.8,MULTIPLE SITES OF UPPER LIMB
923.9,UNSPECIFIED PART OF UPPER LIMB
924,CONTUSION OF LOWER LIMB AND OF OTHER AND UNSPECIFIED SITES
924.0,HIP AND THIGH
924.1,KNEE AND LOWER LEG
924.2,"ANKLE AND FOOT, EXCLUDING TOE(S)"
924.3,TOE
924.4,MULTIPLE SITES OF LOWER LIMB
924.5,UNSPECIFIED PART OF LOWER LIMB
924.8,"MULTIPLE SITES, NOT ELSEWHERE CLASSIFIED"
924.9,UNSPECIFIED SITE
925,"CRUSHING INJURY OF FACE, SCALP AND NECK"
926,CRUSHING INJURY OF TRUNK
926.0,EXTERNAL GENITALIA
926.1,OTHER SPECIFIED SITES
926.8,MULTIPLE SITES OF TRUNK
926.9,UNSPECIFIED PART
927,CRUSHING INJURY OF UPPER LIMB
927.0,SHOULDER AND UPPER ARM
927.1,ELBOW AND FOREARM
927.2,"WRIST AND HAND(S), EXCEPT FINGER(S) ALONE"
927.3,FINGER
927.8,MULTIPLE SITES OF UPPER LIMB
927.9,UNSPECIFIED PART
928,CRUSHING INJURY OF LOWER LIMB
928.0,HIP AND THIGH
928.1,KNEE AND LOWER LEG
928.2,"ANKLE AND FOOT, EXCLUDING TOE(S) ALONE"
928.3,TOE
928.8,MULTIPLE SITES OF LOWER LIMB
928.9,UNSPECIFIED PART
929,CRUSHING INJURY OF MULTIPLE AND UNSPECIFIED SITES
929.0,"MULTIPLE SITES, NOT ELSEWHERE CLASSIFIED"
929.9,UNSPECIFIED SITE
930,FOREIGN BODY ON EXTERNAL EYE
930.0,CORNEAL FOREIGN BODY
930.1,FOREIGN BODY IN CONJUNCTIVAL SAC
930.2,FOREIGN BODY IN LACRIMAL PUNCTUM
930.8,OTHER AND COMBINED SITES
930.9,UNSPECIFIED
931,FOREIGN BODY IN EAR
932,FOREIGN BODY IN NOSE
933,FOREIGN BODY IN PHARYNX AND LARYNX
933.0,PHARYNX
933.1,LARYNX
934,"FOREIGN BODY IN TRACHEA, BRONCHUS AND LUNG"
934.0,TRACHEA
934.1,MAIN BRONCHUS
934.8,OTHER SPECIFIED PART
934.9,"RESPIRATORY TREE, UNSPECIFIED"
935,"FOREIGN BODY IN MOUTH, OESOPHAGUS AND STOMACH"
935.0,MOUTH
935.1,OESOPHAGUS
935.2,STOMACH
936,FOREIGN BODY IN INTESTINE AND COLON
937,FOREIGN BODY IN ANUS AND RECTUM
938,"FOREIGN BODY IN DIGESTIVE SYSTEM, UNSPECIFIED"
939,FOREIGN BODY IN GENITOURINARY TRACT
939.0,BLADDER AND URETHRA
939.1,"UTERUS, ANY PART"
939.2,VULVA AND VAGINA
939.3,PENIS
939.9,UNSPECIFIED
940,BURN CONFINED TO EYE AND ADNEXA
940.0,CHEMICAL BURN OF EYELIDS AND PERIOCULAR AREA
940.1,OTHER BURNS OF EYELIDS AND PERIOCULAR AREA
940.2,ALKALINE CHEMICAL BURN OF CORNEA AND CONJUNCTIVAL SAC
940.3,ACID CHEMICAL BURN OF CORNEA AND CONJUNCTIVAL SAC
940.4,OTHER BURN OF CORNEA AND CONJUNCTIVAL SAC
940.5,BURN WITH RESULTING RUPTURE AND DESTRUCTION OF EYEBALL
940.9,UNSPECIFIED BURN OF EYE AND ADNEXA
941,"BURN OF FACE, HEAD AND NECK"
941.0,UNSPECIFIED DEGREE
941.1,ERYTHEMA (FIRST DEGREE)
941.2,"BLISTERS, EPIDERMAL LOSS (SECOND DEGREE)"
941.3,FULL-THICKNESS SKIN LOSS (THIRD DEGREE NOS)
941.4,DEEP NECROSIS OF UNDERLYING TISSUES (DEEP THIRD DEGREE)
942,BURN OF TRUNK
942.0,UNSPECIFIED DEGREE
942.1,ERYTHEMA (FIRST DEGREE)
942.2,"BLISTERS, EPIDERMAL LOSS (SECOND DEGREE)"
942.3,FULL-THICKNESS SKIN LOSS (THIRD DEGREE NOS)
942.4,DEEP NECROSIS OF UNDERLYING TISSUES (DEEP THIRD DEGREE)
943,"BURN OF UPPER LIMB, EXCEPT WRIST AND HAND"
943.0,UNSPECIFIED DEGREE
943.1,ERYTHEMA (FIRST DEGREE)
943.2,"BLISTERS, EPIDERMAL LOSS (SECOND DEGREE)"
943.3,FULL-THICKNESS SKIN LOSS (THIRD DEGREE NOS)
943.4,DEEP NECROSIS OF UNDERLYING TISSUES (DEEP THIRD DEGREE)
944,BURN OF WRIST(S) AND HAND(S)
944.0,UNSPECIFIED DEGREE
944.1,ERYTHEMA (FIRST DEGREE)
944.2,"BLISTERS, EPIDERMAL LOSS (SECOND DEGREE)"
944.3,FULL-THICKNESS SKIN LOSS (THIRD DEGREE NOS)
944.4,DEEP NECROSIS OF UNDERLYING TISSUES (DEEP THIRD DEGREE)
945,BURN OF LOWER LIMB(S)
945.0,UNSPECIFIED DEGREE
945.1,ERYTHEMA (FIRST DEGREE)
945.2,"BLISTERS, EPIDERMAL LOSS (SECOND DEGREE)"
945.3,FULL-THICKNESS SKIN LOSS (THIRD DEGREE NOS)
945.4,DEEP NECROSIS OF UNDERLYING TISSUES (DEEP THIRD DEGREE)
946,BURNS OF MULTIPLE SPECIFIED SITES
946.0,UNSPECIFIED DEGREE
946.1,ERYTHEMA (FIRST DEGREE)
946.2,"BLISTERS, EPIDERMAL LOSS (SECOND DEGREE)"
946.3,FULL-THICKNESS SKIN LOSS (THIRD DEGREE NOS)
946.4,DEEP NECROSIS OF UNDERLYING TISSUES (DEEP THIRD DEGREE)
947,BURN OF INTERNAL ORGANS
947.0,MOUTH AND PHARYNX
947.1,"LARYNX, TRACHEA AND LUNG"
947.2,OESOPHAGUS
947.3,GASTROINTESTINAL TRACT
947.4,VAGINA AND UTERUS
947.8,OTHER
947.9,UNSPECIFIED
948,BURNS CLASSIFIED ACCORDING TO EXTENT OF BODY SURFACE INVOLVED
948.0,LESS THAN 10% OF BODY SURFACE
948.1,10-19%
948.2,20-29%
948.3,30-39%
948.4,40-49%
948.5,50-59%
948.6,60-69%
948.7,70-79%
948.8,80-89%
948.9,90% OR MORE
949,"BURN, UNSPECIFIED"
949.0,UNSPECIFIED DEGREE
949.1,ERYTHEMA (FIRST DEGREE)
949.2,"BLISTERS, EPIDERMAL LOSS (SECOND DEGREE)"
949.3,FULL-THICKNESS SKIN LOSS (THIRD DEGREE NOS)
949.4,DEEP NECROSIS OF UNDERLYING TISSUES (DEEP THIRD DEGREE)
950,INJURY TO OPTIC NERVE AND PATHWAYS
950.0,OPTIC NERVE INJURY
950.1,INJURY TO OPTIC CHIASM
950.2,INJURY TO OPTIC PATHWAYS
950.3,INJURY TO VISUAL CORTEX
950.9,UNSPECIFIED
951,INJURY TO OTHER CRANIAL NERVE(S)
951.0,INJURY TO OCULOMOTOR NERVE
951.1,INJURY TO TROCHLEAR NERVE
951.2,INJURY TO TRIGEMINAL NERVE
951.3,INJURY TO ABDUCENT NERVE
951.4,INJURY TO FACIAL NERVE
951.5,INJURY TO ACOUSTIC NERVE
951.6,INJURY TO ACCESSORY NERVE
951.7,INJURY TO HYPOGLOSSAL NERVE
951.8,INJURY TO OTHER SPECIFIED CRANIAL NERVES
951.9,INJURY TO UNSPECIFIED CRANIAL NERVE
952,SPINAL CORD LESION WITHOUT EVIDENCE OF SPINAL BONE INJURY
952.0,CERVICAL
952.1,DORSAL (THORACIC)
952.2,LUMBAR
952.3,SACRAL
952.4,CAUDA EQUINA
952.8,MULTIPLE SITES
952.9,UNSPECIFIED
953,INJURY TO NERVE ROOTS AND SPINAL PLEXUS
953.0,CERVICAL ROOT
953.1,DORSAL ROOT
953.2,LUMBAR ROOT
953.3,SACRAL ROOT
953.4,BRACHIAL PLEXUS
953.5,LUMBOSACRAL PLEXUS
953.8,MULTIPLE SITES
953.9,UNSPECIFIED
954,INJURY TO OTHER NERVE(S) OF TRUNK EXCLUDING SHOULDER AND PELVIC GIRDLES
954.0,CERVICAL SYMPATHETIC
954.1,OTHER SYMPATHETIC
954.8,OTHER
954.9,UNSPECIFIED
955,INJURY TO PERIPHERAL NERVE(S) OF SHOULDER GIRDLE AND UPPER LIMB
955.0,AXILLARY NERVE
955.1,MEDIAN NERVE
955.2,ULNAR NERVE
955.3,RADIAL NERVE
955.4,MUSCULOCUTANEOUS NERVE
955.5,"CUTANEOUS SENSORY NERVE, UPPER LIMB"
955.6,DIGITAL NERVE
955.7,OTHER SPECIFIED NERVE(S)
955.8,MULTIPLE NERVES
955.9,UNSPECIFIED
956,INJURY TO PERIPHERAL NERVE(S) OF PELVIC GIRDLE AND LOWER LIMB
956.0,SCIATIC NERVE
956.1,FEMORAL NERVE
956.2,POSTERIOR TIBIAL NERVE
956.3,PERONEAL NERVE
956.4,"CUTANEOUS SENSORY NERVE, LOWER LIMB"
956.5,OTHER SPECIFIED NERVE(S)
956.8,MULTIPLE NERVES
956.9,UNSPECIFIED
957,INJURY TO OTHER AND UNSPECIFIED NERVES
957.0,SUPERFICIAL NERVES OF HEAD AND NECK
957.1,OTHER SPECIFIED NERVE(S)
957.8,MULTIPLE NERVES IN SEVERAL PARTS
957.9,UNSPECIFIED SITE
958,CERTAIN EARLY COMPLICATIONS OF TRAUMA
958.0,AIR EMBOLISM
958.1,FAT EMBOLISM
958.2,SECONDARY AND RECURRENT HAEMORRHAGE
958.3,"POST-TRAUMATIC WOUND INFECTION, NOT ELSEWHERE CLASSIFIED"
958.4,TRAUMATIC SHOCK
958.5,TRAUMATIC ANURIA
958.6,VOLKMANN'S ISCHAEMIC CONTRACTURE
958.7,TRAUMATIC SUBCUTANEOUS EMPHYSEMA
958.8,OTHER EARLY COMPLICATIONS OF TRAUMA
959,"INJURY, OTHER AND UNSPECIFIED"
959.0,FACE AND NECK
959.1,TRUNK
959.2,SHOULDER AND UPPER ARM
959.3,"ELBOW, FOREARM AND WRIST"
959.4,"HAND, EXCEPT FINGER"
959.5,FINGER
959.6,HIP AND THIGH
959.7,"KNEE, LEG, ANKLE AND FOOT"
959.8,"OTHER SPECIFIED SITES, INCLUDING MULTIPLE"
959.9,UNSPECIFIED SITE
960,POISONING BY ANTIBIOTICS
960.0,PENICILLINS
960.1,ANTIFUNGAL ANTIBIOTICS
960.2,CHLORAMPHENICOL GROUP
960.3,ERYTHROMYCIN AND OTHER MACROLIDES
960.4,TETRACYCLINE GROUP
960.5,CEFALOSPORIN GROUP
960.6,ANTIMYCOBACTERIAL ANTIBIOTICS
960.7,ANTINEOPLASTIC ANTIBIOTICS
960.8,OTHER
960.9,UNSPECIFIED
961,POISONING BY OTHER ANTI-INFECTIVES
961.0,SULFONAMIDES
961.1,ARSENICAL ANTI-INFECTIVES
961.2,HEAVY METAL ANTI-INFECTIVES
961.3,QUINOLINE AND HYDROXYQUINOLINE DERIVATIVES
961.4,ANTIMALARIALS AND DRUGS ACTING ON OTHER BLOOD PROTOZOA
961.5,OTHER ANTIPROTOZOAL DRUGS
961.6,ANTHELMINTHICS
961.7,ANTIVIRAL DRUGS
961.8,OTHER ANTIMYCOBACTERIAL DRUGS
961.9,OTHER AND UNSPECIFIED ANTI-INFECTIVES
962,POISONING BY HORMONES AND SYNTHETIC SUBSTITUTES
962.0,ADRENAL CORTICAL STEROIDS
962.1,ANDROGENS AND ANABOLIC CONGENERS
962.2,OVARIAN HORMONES AND SYNTHETIC SUBSTITUTES
962.3,INSULINS AND ANTIDIABETIC AGENTS
962.4,ANTERIOR PITUITARY HORMONES
962.5,POSTERIOR PITUITARY HORMONES
962.6,PARATHYROID AND PARATHYROID DERIVATIVES
962.7,THYROID AND THYROID DERIVATIVES
962.8,ANTITHYROID AGENTS
962.9,OTHER AND UNSPECIFIED HORMONES AND SYNTHETIC SUBSTITUTES
963,POISONING BY PRIMARILY SYSTEMIC AGENTS
963.0,ANTIALLERGIC AND ANTIEMETIC DRUGS
963.1,ANTINEOPLASTIC AND IMMUNOSUPPRESSIVE DRUGS
963.2,ACIDIFYING AGENTS
963.3,ALKALIZING AGENTS
963.4,"ENZYMES, NOT ELSEWHERE CLASSIFIED"
963.5,"VITAMINS, NOT ELSEWHERE CLASSIFIED"
963.8,OTHER
963.9,UNSPECIFIED
964,POISONING BY AGENTS PRIMARILY AFFECTING BLOOD CONSTITUENTS
964.0,IRON AND ITS COMPOUNDS
964.1,LIVER PREPARATIONS AND OTHER ANTIANAEMIC AGENTS
964.2,ANTICOAGULANTS
964.3,VITAMIN K (PHYTOMENADIONE)
964.4,FIBRINOLYSIS-AFFECTING DRUGS
964.5,ANTICOAGULANT ANTAGONISTS AND OTHER COAGULANTS
964.6,GAMMA GLOBULIN
964.7,NATURAL BLOOD AND BLOOD PRODUCTS
964.8,OTHER
964.9,UNSPECIFIED
965,"POISONING BY ANALGESICS, ANTIPYRETICS AND ANTIRHEUMATICS"
965.0,OPIATES AND RELATED NARCOTICS
965.1,SALICYLATES
965.4,"AROMATIC ANALGESICS, NOT ELSEWHERE CLASSIFIED"
965.5,PYRAZOLE DERIVATIVES
965.6,ANTIRHEUMATICS (ANTIPHLOGISTICS)
965.7,OTHER NON-NARCOTIC ANALGESICS
965.8,OTHER
965.9,UNSPECIFIED
966,POISONING BY ANTICONVULSANTS AND ANTI-PARKINSONISM DRUGS
966.0,OXAZOLIDINE DERIVATIVES
966.1,HYDANTOIN DERIVATIVES
966.2,SUCCINIMIDES
966.3,OTHER AND UNSPECIFIED ANTICONVULSANTS
966.4,ANTI-PARKINSONISM DRUGS
967,POISONING BY SEDATIVES AND HYPNOTICS
967.0,BARBITURATES
967.1,CHLORAL HYDRATE GROUP
967.2,PARALDEHYDE
967.3,BROMINE COMPOUNDS
967.4,METHAQUALONE COMPOUNDS
967.5,GLUTETHIMIDE GROUP
967.6,"MIXED SEDATIVES, NOT ELSEWHERE CLASSIFIED"
967.8,OTHER
967.9,UNSPECIFIED
968,POISONING BY OTHER CENTRAL NERVOUS SYSTEM DEPRESSANTS
968.0,CENTRAL NERVOUS SYSTEM MUSCLE-TONE DEPRESSANTS
968.1,HALOTHANE
968.2,OTHER GASEOUS ANAESTHETICS
968.3,INTRAVENOUS ANAESTHETICS
968.4,OTHER AND UNSPECIFIED GENERAL ANAESTHETICS
968.5,SURFACE AND INFILTRATION ANAESTHETICS
968.6,PERIPHERAL NERVE- AND PLEXUS-BLOCKING ANAESTHETICS
968.7,SPINAL ANAESTHETICS
968.9,OTHER AND UNSPECIFIED LOCAL ANAESTHETICS
969,POISONING BY PSYCHOTROPIC AGENTS
969.0,ANTIDEPRESSANTS
969.1,PHENOTHIAZINE-BASED TRANQUILIZERS
969.2,BUTYROPHENONE-BASED TRANQUILIZERS
969.3,"OTHER ANTIPSYCHOTICS, NEUROLEPTICS AND MAJOR TRANQUILIZERS"
969.4,BENZODIAZEPINE-BASED TRANQUILIZERS
969.5,OTHER TRANQUILIZERS
969.6,PSYCHODYSLEPTICS (HALLUCINOGENS)
969.7,PSYCHOSTIMULANTS
969.8,OTHER PSYCHOTROPIC AGENTS
969.9,UNSPECIFIED
970,POISONING BY CENTRAL NERVOUS SYSTEM STIMULANTS
970.0,ANALEPTICS
970.1,OPIATE ANTAGONISTS
970.8,OTHER
970.9,UNSPECIFIED
971,POISONING BY DRUGS PRIMARILY AFFECTING THE AUTONOMIC NERVOUS SYSTEM
971.0,PARASYMPATHOMIMETICS (CHOLINERGICS)
971.1,PARASYMPATHOLYTICS (ANTICHOLINERGICS AND ANTIMUSCARINICS) AND SPASMOLYTICS
971.2,SYMPATHOMIMETICS (ADRENERGICS)
971.3,SYMPATHOLYTICS (ANTIADRENERGICS)
971.9,UNSPECIFIED
972,POISONING BY AGENTS PRIMARILY AFFECTING THE CARIOVASCULAR SYSTEM
972.0,CARDIAC RHYTHM REGULATORS
972.1,CARDIOTONIC GLYCOSIDES AND DRUGS OF SIMILAR ACTION
972.2,ANTILIPAEMIC AND ANTIARTERIOSCLEROTIC DRUGS
972.3,GANGLION-BLOCKING AGENTS
972.4,CORONARY VASODILATORS
972.5,OTHER VASODILATORS
972.6,OTHER ANTIHYPERTENSIVE AGENTS
972.7,"ANTIVARICOSE DRUGS, INCLUDING SCLEROSING AGENTS"
972.8,CAPILLARY-ACTIVE DRUGS
972.9,OTHER AND UNSPECIFIED
973,POISONING BY AGENTS PRIMARILY AFFECTING THE GASTROINTESTINAL SYSTEM
973.0,ANTACIDS AND ANTIGASTRIC SECRETION DRUGS
973.1,IRRITANT CATHARTICS
973.2,EMOLLIENT CATHARTICS
