Code,Description
125.6,OTHER SPECIFIED FILARIASIS
125.7,DRACONTIASIS
125.9,UNSPECIFIED FILARIASIS
126,ANCYLOSTOMIASIS AND NECATORIASIS
126.0,ANCYLOSTOMA DUODENALE
126.1,NECATOR AMERICANUS
126.2,ANCYLOSTOMA BRAZILIENSE
126.3,ANCYLOSTOMA CEYLANICUM
126.8,OTHER SPECIFIED ANCYLOSTOMA
126.9,UNSPECIFIED
127,OTHER INTESTINAL HELMINTHIASES
127.0,ASCARIASIS
127.1,ANISAKIASIS
127.2,STRONGYLOIDIASIS
127.3,TRICHURIASIS
127.4,ENTEROBIASIS
127.5,CAPILLARIASIS
127.6,TRICHOSTRONGYLIASIS
127.7,OTHER INTESTINAL HELMINTHIASIS
127.8,MIXED INTESTINAL HELMINTHIASIS
127.9,"INTESTINAL HELMINTHIASIS, UNSPECIFIED"
128,OTHER AND UNSPECIFIED HELMINTHIASES
128.0,TOXOCARIASIS
128.1,GNATHOSTOMIASIS
128.8,OTHER
128.9,UNSPECIFIED
129,"INTESTINAL PARASITISM, UNSPECIFIED"
130,TOXOPLASMOSIS
131,TRICHOMONIASIS
131.0,UROGENITAL TRICHOMONIASIS
131.8,OTHER SITES
131.9,UNSPECIFIED
132,PEDICULOSIS AND PHTHIRUS INFESTATION
132.0,PEDICULUS CAPITIS (HEAD LOUSE)
132.1,PEDICULUS CORPORIS (BODY LOUSE)
132.2,PHTHIRUS PUBIS (PUBIC LOUSE)
132.3,MIXED
132.9,"PEDICULOSIS, UNSPECIFIED"
133,ACARIASIS
133.0,SCABIES
133.8,OTHER
133.9,UNSPECIFIED
134,OTHER INFESTATION
134.0,MYIASIS
134.1,OTHER ARTHROPOD INFESTATION
134.2,HIRUDINIASIS
134.8,OTHER
134.9,UNSPECIFIED
135,SARCOIDOSIS
136,OTHER AND UNSPECIFIED INFECTIOUS AND PARASITIC DISEASES
136.0,AINHUM
136.1,BEHCET'S SYNDROME
136.2,SPECIFIC INFECTIONS BY FREE-LIVING AMOEBAE
136.3,PNEUMOCYSTOSIS
136.4,PSOROSPERMIASIS
136.5,SARCOSPORIDIOSIS
136.8,OTHER
136.9,UNSPECIFIED
137,LATE EFFECTS OF TUBERCULOSIS
137.0,LATE EFFECTS OF RESPIRATORY OR UNSPECIFIED TUBERCULOSIS
137.1,LATE EFFECTS OF CENTRAL NERVOUS SYSTEM TUBERCULOSIS
137.2,LATE EFFECTS OF GENITOURINARY TUBERCULOSIS
137.3,LATE EFFECTS OF TUBERCULOSIS OF BONES AND JOINTS
137.4,LATE EFFECTS OF TUBERCULOSIS OF OTHER SPECIFIED ORGANS
138,LATE EFFECTS OF ACUTE POLIOMYELITIS
139,LATE EFFECTS OF OTHER INFECTIOUS AND PARASITIC DISEASES
139.0,LATE EFFECTS OF VIRAL ENCEPHALITIS
139.1,LATE EFFECTS OF TRACHOMA
139.8,LATE EFFECTS OF OTHER AND UNSPECIFIED INFECTIOUS AND PARASITIC DISEASES
